prison_id,wbgt_28_2016_2020,NAME,STATE,STATEFP,COUNTY,CITY,TYPE,POPULATION,CAPACITY,VAL_DATE
1129,4.6,SIOUX COUNTY JAIL,IA,19,SIOUX,ORANGE CITY,COUNTY,16,67,2019/12/11
1130,10.8,GARZA COUNTY JAIL,TX,48,GARZA,POST,COUNTY,55,96,2020/02/18
1135,11.6,ANSON COUNTY JAIL,NC,37,ANSON,WADESBORO,COUNTY,68,60,2020/02/13
1138,61.4,CROSS CITY EAST UNIT,FL,12,DIXIE,CROSS CITY,STATE,364,432,2019/12/12
1139,5.8,KNOX COUNTY JAIL,NE,31,KNOX,CENTER,COUNTY,7,16,2020/01/31
1140,15.6,ST. CLAIR COUNTY JAIL,MO,29,ST. CLAIR,OSCEOLA,COUNTY,90,127,2020/01/31
1142,0,LOVELOCK CORRECTIONAL CENTER,NV,32,PERSHING,LOVELOCK,STATE,1681,1680,2020/02/03
1145,7,WARREN COUNTY JAIL,IA,19,WARREN,INDIANOLA,COUNTY,31,-999,2019/12/11
1147,0,WARM SPRINGS CORRECTIONAL CENTER,NV,32,CARSON CITY (CITY),CARSON CITY,STATE,573,532,2020/02/03
1150,0,NORTHERN NEVADA CORRECTIONAL CENTER,NV,32,CARSON CITY (CITY),CARSON CITY,STATE,1411,1619,2020/02/03
1151,4,SOUTHERN DESERT CORRECTIONAL CENTER,NV,32,CLARK,INDIAN SPRINGS,STATE,2150,2149,2020/02/03
1154,0,CALIENTE YOUTH CENTER,NV,32,LINCOLN,CALIENTE,STATE,115,140,2020/02/03
1155,0,NEVADA YOUTH TRAINING CENTER,NV,32,ELKO,ELKO,STATE,51,160,2020/02/03
1156,36,SUMMIT VIEW YOUTH CENTER,NV,32,CLARK,LAS VEGAS,STATE,34,50,2020/02/03
1158,34.4,BRUNSWICK COUNTY DETENTION CENTER,NC,37,BRUNSWICK,BOLIVIA,COUNTY,250,444,2020/02/13
1160,0,CHEYENNE COUNTY JAIL,NE,31,CHEYENNE,SIDNEY,COUNTY,17,20,2020/01/31
1162,0,OWENS VALLEY CONSERVATION CAMP #26,CA,06,INYO,BISHOP,STATE,96,-999,2019/11/25
1163,0.6,ROCKINGHAM COUNTY JAIL / HOUSE OF CORRECTIONS,NH,33,ROCKINGHAM,BRENTWOOD,COUNTY,222,387,2020/02/03
1164,0.6,MERRIMACK COUNTY HOUSE OF CORRECTIONS,NH,33,MERRIMACK,BOSCAWEN,COUNTY,232,237,2020/02/03
1165,0.6,PARLIN FORK CONSERVATION CAMP #6,CA,06,MENDOCINO,FORT BRAGG,STATE,100,100,2019/11/25
1166,3.6,SALT CREEK CONSERVATION CAMP #7,CA,06,TEHAMA,PASKENTA,STATE,120,-999,2019/11/25
1167,0.4,VENTURA CONSERVATION CAMP #46,CA,06,VENTURA,CAMARILLO,STATE,79,110,2019/11/25
1169,0,BUNCOMBE COUNTY DETENTION CENTER,NC,37,BUNCOMBE,ASHEVILLE,COUNTY,459,604,2020/02/13
1171,0.8,BURKE COUNTY JAIL (DOWNTOWN JAIL),NC,37,BURKE,MORGANTON,COUNTY,262,66,2020/02/13
1172,2.6,FRONTIER COUNTY JAIL,NE,31,FRONTIER,CURTIS,COUNTY,3,8,2020/01/31
1173,7.4,FRANKLIN COUNTY JAIL,NE,31,FRANKLIN,FRANKLIN,COUNTY,1,8,2020/01/31
1174,10,CABARRUS COUNTY JAIL,NC,37,CABARRUS,CONCORD,COUNTY,309,665,2020/02/13
1175,0,VALLEY VIEW CONSERVATION CAMP #34,CA,06,GLENN,ELK CREEK,STATE,107,115,2019/11/25
1178,3.6,MIRAMONTE CONSERVATION CAMP #5,CA,06,FRESNO,MIRAMONTE,STATE,78,80,2019/11/25
1179,11.6,PRADO CONSERVATION CAMP #28,CA,06,SAN BERNARDINO,CHINO,STATE,78,80,2019/11/25
1180,0.4,VENTURA YOUTH CORRECTIONAL FACILITY,CA,06,VENTURA,CAMARILLO,STATE,179,217,2019/11/25
1181,1,CALDWELL COUNTY DETENTION CENTER,NC,37,CALDWELL,LENOIR,COUNTY,174,185,2020/02/13
1183,1.2,NORTHWEST OHIO JUVENILE DETENTION CENTER,OH,39,WILLIAMS,STRYKER,COUNTY,36,32,2020/02/20
1187,1.4,PINE GROVE CONSERVATION CAMP,CA,06,AMADOR,PINE GROVE,STATE,39,80,2019/11/25
1188,7,"CALIFORNIA STATE PRISON, SACRAMENTO (SAC)",CA,06,SACRAMENTO,REPRESA,STATE,2167,1828,2019/11/25
1190,22.2,COLUMBUS COUNTY JAIL,NC,37,COLUMBUS,WHITEVILLE,COUNTY,145,192,2020/02/13
1191,32.8,CRAVEN COUNTY JAIL,NC,37,CRAVEN,NEW BERN,COUNTY,255,292,2020/02/13
1195,1.8,KENOSHA COUNTY DETENTION CENTER,WI,55,KENOSHA,KENOSHA,COUNTY,419,1200,2020/03/02
1196,0,GARDEN COUNTY JAIL,NE,31,GARDEN,OSHKOSH,COUNTY,4,8,2020/01/31
1197,49.2,VERNON PARISH JAIL,LA,22,VERNON,LEESVILLE,COUNTY,142,150,2019/12/16
1201,1.2,HILLSBOROUGH COUNTY CORRECTIONS CENTER,NH,33,HILLSBOROUGH,MANCHESTER,COUNTY,536,724,2020/02/03
1202,0.4,BELKNAP COUNTY HOUSE OF CORRECTIONS,NH,33,BELKNAP,LACONIA,COUNTY,96,110,2020/02/03
1203,0,JUNCTION CITY POLICE DEPARTMENT,OR,41,LANE,JUNCTION CITY,LOCAL,2,4,2020/01/24
1204,2,GREENSBORO DETENTION CENTER,NC,37,GUILFORD,GREENSBORO,COUNTY,690,1032,2020/02/13
1208,21.2,HARNETT COUNTY JAIL,NC,37,HARNETT,LILLINGTON,COUNTY,213,300,2020/02/13
1209,0,HENDERSON COUNTY DETENTION CENTER,NC,37,HENDERSON,HENDERSONVILLE,COUNTY,153,222,2020/02/13
1210,18.2,JOHNSTON COUNTY DETENTION CENTER,NC,37,JOHNSTON,SMITHFIELD,COUNTY,200,191,2020/02/13
1213,6.2,MECKLENBURG COUNTY JAIL NORTH,NC,37,MECKLENBURG,CHARLOTTE,COUNTY,85,722,2020/02/13
1215,1.6,LINCOLN COUNTY DETENTION CENTER,NC,37,LINCOLN,LINCOLNTON,COUNTY,127,168,2020/02/13
1216,0,LAKE COUNTY JAIL,OR,41,LAKE,LAKEVIEW,COUNTY,17,17,2020/01/24
1218,80.8,HARDEE WORK CAMP,FL,12,HARDEE,BOWLING GREEN,STATE,279,-999,2019/12/12
1219,0,NORTHERN NH CORRECTIONAL FACILITY,NH,33,COOS,BERLIN,STATE,641,662,2020/02/03
1220,80.4,AVON PARK WORK CAMP,FL,12,POLK,AVON PARK,STATE,496,-999,2019/12/12
1221,1,NORTH END TRANSITIONAL HOUSING UNIT / WORK CENTER,NH,33,MERRIMACK,CONCORD,STATE,45,48,2020/02/03
1222,56.6,NEW RIVER CORRECTIONAL WORK CAMP,FL,12,UNION,RAIFORD,STATE,421,-999,2019/12/12
1224,0,WHATCOM COUNTY JAIL INTERIM WORK CENTER,WA,53,WHATCOM,BELLINGHAM,COUNTY,130,-999,2020/02/26
1225,12.6,MOORE COUNTY JAIL,NC,37,MOORE,CARTHAGE,COUNTY,135,272,2020/02/13
1227,26.4,NEW HANOVER COUNTY DETENTION CENTER,NC,37,NEW HANOVER,CASTLE HAYNE,COUNTY,569,672,2020/02/13
1230,40.4,VAN ZANDT COUNTY JAIL,TX,48,VAN ZANDT,CANTON,COUNTY,127,192,2020/03/04
1231,1.2,JOHN H. SUNUNU YOUTH SERVICES CENTER,NH,33,HILLSBOROUGH,MANCHESTER,STATE,60,144,2020/02/03
1232,1,CONCORD TRANSITIONAL WORK CENTER,NH,33,MERRIMACK,CONCORD,STATE,153,130,2020/02/03
1233,10.4,MESA VERDE DETENTION FACILITY,CA,06,KERN,BAKERSFIELD,MULTI,387,400,2019/11/25
1234,8.4,ORANGE COUNTY DETENTION CENTER,NC,37,ORANGE,HILLSBOROUGH,COUNTY,83,129,2020/02/13
1235,0.2,MORRILL COUNTY JAIL / SHERIFF,NE,31,MORRILL,BRIDGEPORT,COUNTY,4,18,2020/01/31
1236,64,BROWARD TRANSITIONAL CENTER,FL,12,BROWARD,POMPANO BEACH,FEDERAL,573,700,2019/12/12
1237,1.2,CALUMET TRANSITIONAL HOUSING UNIT,NH,33,HILLSBOROUGH,MANCHESTER,STATE,69,64,2020/02/03
1238,25.2,CI GREAT PLAINS,OK,40,CADDO,HINTON,FEDERAL,1849,1940,2020/01/21
1239,0.8,SHEA FARM TRANSITIONAL HOUSING UNIT,NH,33,MERRIMACK,CONCORD,STATE,49,40,2020/02/03
1240,63.2,CENTRAL ARIZONA FLORENCE CORRECTIONAL COMPLEX,AZ,04,PINAL,FLORENCE,MULTI,1278,4128,2019/11/13
1241,0,FCI ENGLEWOOD CAMP,CO,08,JEFFERSON,LITTLETON,FEDERAL,159,126,2019/12/20
1243,32,PENDER COUNTY JAIL,NC,37,PENDER,BURGAW,COUNTY,95,92,2020/02/13
1245,20.6,PITT COUNTY DETENTION CENTER,NC,37,PITT,GREENVILLE,COUNTY,312,596,2020/02/13
1247,2.2,TULIA TRANSFER FACILITY,TX,48,SWISHER,TULIA,STATE,584,606,2020/03/04
1256,0,TRANSYLVANIA COUNTY DETENTION CENTER,NC,37,TRANSYLVANIA,BREVARD,COUNTY,61,128,2020/02/13
1257,9.8,UNION COUNTY JAIL,NC,37,UNION,MONROE,COUNTY,215,264,2020/02/13
1258,41.6,PLAQUEMINES PARISH DETENTION CENTER,LA,22,PLAQUEMINES,DAVANT,COUNTY,425,872,2019/12/16
1259,1.6,HENNEPIN COUNTY JAIL - CITY HALL,MN,27,HENNEPIN,MINNEAPOLIS,COUNTY,331,509,2020/01/02
1260,0.8,WEST TEXAS DETENTION FACILITY,TX,48,HUDSPETH,SIERRA BLANCA,FEDERAL,170,1053,2020/03/04
1262,1,CHESHIRE COUNTY DEPARTMENT OF CORRECTIONS,NH,33,CHESHIRE,KEENE,COUNTY,94,-999,2020/02/03
1267,0,EL DORADO COUNTY JAIL - SOUTH LAKE TAHOE,CA,06,EL DORADO,SOUTH LAKE TAHOE,COUNTY,141,158,2019/11/25
1268,3,BUFFALO COUNTY DETENTION CENTER,NE,31,BUFFALO,KEARNEY,COUNTY,103,192,2020/01/31
1270,13.4,ANSON CI - FEMALE,NC,37,ANSON,POLKTON,STATE,1000,1850,2020/02/13
1272,23.6,MAURY CORRECTIONAL INSTITUTION,NC,37,GREENE,HOOKERTON,STATE,1258,1504,2020/02/13
1275,56.6,FCI TALLAHASSEE DETENTION CENTER,FL,12,LEON,TALLAHASSEE,FEDERAL,92,184,2019/12/12
1276,83.2,IMPERIAL REGIONAL DETENTION FACILITY,CA,06,IMPERIAL,CALEXICO,FEDERAL,700,782,2019/11/25
1279,12,WASHINGTON COUNTY DETENTION FACILITY,NE,31,WASHINGTON,BLAIR,COUNTY,10,17,2020/01/31
1280,21.8,WAYNE COUNTY DETENTION CENTER,NC,37,WAYNE,GOLDSBORO,COUNTY,250,200,2020/02/13
1281,28.4,AIKEN COUNTY DETENTION CENTER,SC,45,AIKEN,AIKEN,COUNTY,413,450,2020/02/07
1282,72,KARNES COUNTY RESIDENTIAL CENTER,TX,48,KARNES,KARNES CITY,MULTI,111,1158,2020/02/21
1283,7.6,HUTCHINSON COUNTY JAIL,TX,48,HUTCHINSON,STINNETT,COUNTY,46,70,2020/02/20
1284,0,JACKSON COUNTY JAIL,NC,37,JACKSON,SYLVA,COUNTY,69,72,2020/02/13
1285,12.4,LEE COUNTY SHERIFF'S DEPARTMENT,NC,37,LEE,SANFORD,COUNTY,96,126,2020/02/13
1287,72.6,YOUNG MEDICAL FACILITY COMPLEX,TX,48,GALVESTON,DICKINSON,STATE,432,455,2020/03/04
1292,0.2,FCI SHERIDAN,OR,41,YAMHILL,SHERIDAN,FEDERAL,1176,894,2020/01/24
1296,0.2,FDC SHERIDAN,OR,41,YAMHILL,SHERIDAN,FEDERAL,26,74,2020/01/24
1298,3.6,ESSEX COUNTY CORRECTIONAL FACILITY,NJ,34,ESSEX,NEWARK,COUNTY,1638,2434,2020/02/04
1305,9,CHESAPEAKE DETENTION FACILITY,MD,24,BALTIMORE (CITY),BALTIMORE,STATE,415,511,2019/12/16
1306,9.6,WICOMICO COUNTY DETENTION CENTER,MD,24,WICOMICO,SALISBURY,COUNTY,384,530,2019/12/16
1307,56.4,POLK COUNTY JAIL,TX,48,POLK,LIVINGSTON,COUNTY,187,362,2020/02/27
1308,9,BALTIMORE PRE-RELEASE UNIT,MD,24,BALTIMORE (CITY),BALTIMORE,STATE,193,201,2019/12/16
1309,11.4,DARE COUNTY JAIL,NC,37,DARE,MANTEO,COUNTY,62,133,2020/02/13
1310,0.6,CALHOUN COUNTY JAIL,MI,26,CALHOUN,BATTLE CREEK,COUNTY,300,630,2019/12/20
1311,36.2,CAMERON PARISH JAIL,LA,22,CAMERON,CAMERON,COUNTY,26,88,2019/12/16
1312,12,CI BIG SPRING,TX,48,HOWARD,BIG SPRING,FEDERAL,3424,3509,2020/02/13
1313,6,MONTGOMERY COUNTY DETENTION CENTER / CPU,MD,24,MONTGOMERY,ROCKVILLE,COUNTY,62,200,2019/12/16
1316,6.6,MONTGOMERY COUNTY PRE-RELEASE AND REENTRY SERVICES,MD,24,MONTGOMERY,ROCKVILLE,COUNTY,130,171,2019/12/16
1317,4,MONTGOMERY COUNTY CORRECTIONAL FACILITY,MD,24,MONTGOMERY,BOYDS,COUNTY,563,1028,2019/12/16
1318,1.4,GREEN RIDGE YOUTH CENTER,MD,24,ALLEGANY,FLINTSTONE,STATE,29,40,2019/12/16
1319,2,WASHINGTON COUNTY DETENTION CENTER,MD,24,WASHINGTON,HAGERSTOWN,COUNTY,290,393,2019/12/16
1320,8.6,JENNIFER ROAD DETENTION CENTER,MD,24,ANNE ARUNDEL,ANNAPOLIS,COUNTY,445,635,2019/12/16
1321,1.4,BOONE COUNTY JAIL,KY,21,BOONE,BURLINGTON,COUNTY,573,424,2019/12/11
1326,0.6,PUERTA LA CRUZ CONSERVATION CAMP #14,CA,06,SAN DIEGO,WARNER SPRINGS,STATE,120,120,2019/11/25
1327,7.2,FCI TERRE HAUTE CAMP,IN,18,VIGO,TERRE HAUTE,FEDERAL,324,324,2019/12/11
1330,10.8,STANLEY COUNTY DETENTION CENTER,NC,37,STANLY,ALBEMARLE,COUNTY,100,135,2020/02/13
1333,9,THRESHOLD INCORPORATED,MD,24,BALTIMORE (CITY),BALTIMORE,STATE,32,30,2019/12/16
1334,20.2,SOUTHEAST CORRECTIONAL CENTER,MO,29,MISSISSIPPI,CHARLESTON,STATE,1600,1658,2020/01/31
1335,7.8,NORTHEAST CORRECTIONAL CENTER,MO,29,PIKE,BOWLING GREEN,STATE,2072,2000,2020/01/31
1336,54.6,BAYOU DORCHEAT CORRECTIONAL CENTER,LA,22,WEBSTER,MINDEN,COUNTY,407,444,2019/12/16
1338,7.4,PRINCE GEORGE'S COUNTY CORRECTIONAL CENTER,MD,24,PRINCE GEORGE'S,UPPER MARLBORO,COUNTY,952,1524,2019/12/16
1340,13,SOMERSET COUNTY DETENTION CENTER,MD,24,SOMERSET,WESTOVER,COUNTY,57,120,2019/12/16
1341,9.6,DORCHESTER COUNTY DETENTION CENTER,MD,24,DORCHESTER,CAMBRIDGE,COUNTY,138,285,2019/12/16
1342,5.4,HARFORD COUNTY DETENTION CENTER,MD,24,HARFORD,BEL AIR,COUNTY,353,766,2019/12/16
1344,10,KENT COUNTY DETENTION CENTER,MD,24,KENT,CHESTERTOWN,COUNTY,73,83,2019/12/16
1346,12.2,CAROLINE COUNTY DETENTION CENTER,MD,24,CAROLINE,DENTON,COUNTY,96,125,2019/12/16
1350,16.4,TALBOT COUNTY DETENTION CENTER,MD,24,TALBOT,EASTON,COUNTY,67,148,2019/12/16
1351,9.6,LOWER EASTERN SHORE CHILDREN'S CENTER,MD,24,WICOMICO,SALISBURY,STATE,18,24,2019/12/16
1353,7,FCI BUTNER MEDIUM I,NC,37,GRANVILLE,BUTNER,FEDERAL,662,492,2020/02/13
1354,86.8,CALIPATRIA STATE PRISON (CAL),CA,06,IMPERIAL,CALIPATRIA,STATE,3711,2308,2019/11/25
1355,7,FCI BUTNER MEDIUM II,NC,37,GRANVILLE,BUTNER,FEDERAL,1549,1151,2020/02/13
1356,5.4,MIDDLESEX COUNTY ADULT CORRECTION CENTER,NJ,34,MIDDLESEX,NORTH BRUNSWICK,COUNTY,1182,1436,2020/02/04
1357,64.4,SOUTH TEXAS ICE PROCESSING CENTER,TX,48,FRIO,PEARSALL,FEDERAL,1581,1904,2020/03/04
1358,11.8,LEAVENWORTH DETENTION CENTER,KS,20,LEAVENWORTH,LEAVENWORTH,FEDERAL,1100,1033,2019/12/11
1359,2.4,ALLEGANY COUNTY DETENTION CENTER,MD,24,ALLEGANY,CUMBERLAND,COUNTY,142,234,2019/12/16
1361,0.6,ALEXANDER CORRECTIONAL INSTITUTION,NC,37,ALEXANDER,TAYLORSVILLE,STATE,1180,1180,2020/02/13
1362,8.2,ORDNANCE ROAD CORRECTIONAL CENTER,MD,24,ANNE ARUNDEL,GLEN BURNIE,COUNTY,305,540,2019/12/16
1363,5.8,CALVERT COUNTY DETENTION CENTER,MD,24,CALVERT,PRINCE FREDERICK,COUNTY,199,228,2019/12/16
1364,28.2,BERTIE CORRECTIONAL INSTITUTION,NC,37,BERTIE,WINDSOR,STATE,1504,1504,2020/02/13
1365,7.8,FREDERICK COUNTY WORK RELEASE FACILITY,MD,24,FREDERICK,FREDERICK,COUNTY,55,128,2019/12/16
1366,0,GARRETT COUNTY JAIL,MD,24,GARRETT,OAKLAND,COUNTY,42,64,2019/12/16
1367,26.8,CARTERET CORRECTIONAL CENTER,NC,37,CARTERET,NEWPORT,STATE,300,300,2020/02/13
1368,7.6,HOWARD COUNTY DETENTION CENTER,MD,24,HOWARD,JESSUP,COUNTY,283,343,2019/12/16
1371,6.2,DAVIDSON CORRECTIONAL CENTER,NC,37,DAVIDSON,LEXINGTON,STATE,258,258,2020/02/13
1372,5.4,MIDDLESEX COUNTY JUVENILE DETENTION CENTER,NJ,34,MIDDLESEX,NORTH BRUNSWICK,COUNTY,56,100,2020/02/04
1373,17.4,MORRISON CORRECTIONAL INSTITUTION,NC,37,RICHMOND,HOFFMAN,STATE,739,801,2020/02/13
1374,15.2,NASH CORRECTIONAL INSTITUTION,NC,37,NASH,NASHVILLE,STATE,652,654,2020/02/13
1375,9.2,ST. MARY'S COUNTY DETENTION CENTER,MD,24,ST. MARY'S,LEONARDTOWN,COUNTY,198,245,2019/12/16
1376,11,WORCESTER COUNTY JAIL,MD,24,WORCESTER,SNOW HILL,COUNTY,184,480,2019/12/16
1378,29.2,NEW HANOVER CORRECTIONAL CENTER,NC,37,NEW HANOVER,WILMINGTON,STATE,387,384,2020/02/13
1380,34.4,WASHINGTON COUNTY CORRECTIONAL FACILITY,OK,40,WASHINGTON,BARTLESVILLE,COUNTY,213,188,2020/01/21
1381,9,BALTIMORE CITY CORRECTIONAL CENTER,MD,24,BALTIMORE (CITY),BALTIMORE,STATE,503,495,2019/12/16
1383,10.6,NORTH CAROLINA CORRECTIONAL INSTITUTION FOR WOMEN,NC,37,WAKE,RALEIGH,STATE,1646,1776,2020/02/13
1384,8.4,ORANGE CORRECTIONAL CENTER,NC,37,ORANGE,HILLSBOROUGH,STATE,198,200,2020/02/13
1385,25.6,PAMLICO CORRECTIONAL INSTITUTION,NC,37,PAMLICO,BAYBORO,STATE,561,550,2020/02/13
1387,9,METROPOLITAN TRANSITION CENTER,MD,24,BALTIMORE (CITY),BALTIMORE,STATE,202,580,2019/12/16
1389,41.2,EAST BATON ROUGE PRISON,LA,22,EAST BATON ROUGE,SCOTLANDVILLE,COUNTY,1594,1690,2019/12/16
1390,7.2,BROCKBRIDGE CORRECTIONAL FACILITY,MD,24,ANNE ARUNDEL,JESSUP,STATE,660,536,2019/12/16
1391,23,PASQUOTANK CORRECTIONAL INSTITUTION,NC,37,PASQUOTANK,ELIZABETH CITY,STATE,679,896,2020/02/13
1395,34.2,CREEK COUNTY CRIMINAL JUSTICE CENTER,OK,40,CREEK,SAPULPA,COUNTY,221,-999,2020/01/21
1397,44.8,TARRANT COUNTY JAIL - BELKNAP,TX,48,TARRANT,FORT WORTH,COUNTY,726,1100,2020/03/04
1398,0,WYOMING HONOR CONSERVATION CAMP AND BOOT CAMP,WY,56,WESTON,NEWCASTLE,STATE,296,311,2020/03/03
1399,6,CENTRAL MARYLAND CORRECTIONAL FACILITY,MD,24,CARROLL,SYKESVILLE,STATE,497,475,2019/12/16
1404,7.6,PATUXENT INSTITUTION,MD,24,HOWARD,JESSUP,STATE,915,1113,2019/12/16
1411,7.2,DORSEY RUN CORRECTIONAL FACILITY,MD,24,ANNE ARUNDEL,JESSUP,STATE,553,480,2019/12/16
1412,32,PENDER CORRECTIONAL INSTITUTION,NC,37,PENDER,BURGAW,STATE,747,768,2020/02/13
1413,60.4,FRANKLIN COUNTY JAIL,FL,12,FRANKLIN,EASTPOINT,COUNTY,61,-999,2019/12/12
1414,5,PIEDMONT CORRECTIONAL INSTITUTION,NC,37,ROWAN,SALISBURY,STATE,961,952,2020/02/13
1415,98.6,DESOTO COUNTY JAIL,FL,12,DESOTO,ARCADIA,COUNTY,147,-999,2019/12/12
1416,5.6,POLK COUNTY MAIN JAIL,IA,19,POLK,DES MOINES,COUNTY,911,1500,2019/12/11
1417,13,EASTERN CORRECTIONAL INSTITUTION,MD,24,SOMERSET,WESTOVER,STATE,2604,3310,2019/12/16
1418,13,EASTERN CORRECTIONAL INSTITUTION - ANNEX,MD,24,SOMERSET,WESTOVER,STATE,597,608,2019/12/16
1419,11.8,EASTERN PRE-RELEASE UNIT,MD,24,QUEEN ANNE'S,CHURCH HILL,STATE,180,165,2019/12/16
1421,7.2,CENTRAL HOME DETENTION UNIT,MD,24,BALTIMORE (CITY),BALTIMORE,STATE,192,-999,2019/12/16
1422,7.2,JESSUP CORRECTIONAL INSTITUTION,MD,24,ANNE ARUNDEL,JESSUP,STATE,1619,1750,2019/12/16
1424,7,POLK CORRECTIONAL INSTITUTION,NC,37,GRANVILLE,BUTNER,STATE,877,904,2020/02/13
1430,26.6,SAMPSON CORRECTIONAL INSTITUTION,NC,37,SAMPSON,CLINTON,STATE,458,452,2020/02/13
1431,44.8,TARRANT COUNTY CORRECTIONS CENTER,TX,48,TARRANT,FORT WORTH,COUNTY,729,1271,2020/03/04
1433,12.4,SANFORD CORRECTIONAL CENTER,NC,37,LEE,SANFORD,STATE,295,298,2020/02/13
1435,2.2,ASOTIN COUNTY JAIL,WA,53,ASOTIN,CLARKSTON,COUNTY,55,58,2020/02/26
1439,2.8,MARYLAND CORRECTIONAL INSTITUTION - HAGERSTOWN,MD,24,WASHINGTON,HAGERSTOWN,STATE,1913,1800,2019/12/16
1440,7.2,MARYLAND CORRECTIONAL INSTITUTION - JESSUP,MD,24,ANNE ARUNDEL,JESSUP,STATE,997,1038,2019/12/16
1441,29.4,SCOTLAND CORRECTIONAL INSTITUTION,NC,37,SCOTLAND,LAURINBURG,STATE,1615,1652,2020/02/13
1443,6.2,FCI FORT DIX CAMP,NJ,34,BURLINGTON,FORT DIX,FEDERAL,270,334,2020/02/04
1445,49.4,HAMILTON WORK CAMP,FL,12,HAMILTON,JASPER,STATE,265,-999,2019/12/12
1446,0,SWANNANOA CORRECTIONAL CENTER FOR WOMEN,NC,37,BUNCOMBE,BLACK MOUNTAIN,STATE,360,366,2020/02/13
1448,21.4,TYRRELL PRISON WORK FARM,NC,37,TYRRELL,COLUMBIA,STATE,639,620,2020/02/13
1449,0,KING COUNTY CORRECTIONAL FACILITY,WA,53,KING,SEATTLE,COUNTY,1307,-999,2020/02/26
1455,7.2,MARYLAND CORRECTIONAL INSTITUTION FOR WOMEN,MD,24,ANNE ARUNDEL,JESSUP,STATE,777,800,2019/12/16
1457,10.6,WAKE CORRECTIONAL CENTER,NC,37,WAKE,RALEIGH,STATE,407,414,2020/02/13
1458,5.6,OCEAN COUNTY JUVENILE DETENTION CENTER,NJ,34,OCEAN,TOMS RIVER,COUNTY,21,30,2020/02/04
1460,0,KITSAP COUNTY JAIL,WA,53,KITSAP,PORT ORCHARD,COUNTY,439,544,2020/02/26
1461,0,FCI HAZELTON,WV,54,PRESTON,BRUCETON MILLS,FEDERAL,1337,1152,2020/03/03
1463,2.4,MARYLAND CORRECTIONAL TRAINING CENTER,MD,24,WASHINGTON,HAGERSTOWN,STATE,2436,2417,2019/12/16
1464,9,"MD RECEPTION, DIAGNOSTIC AND CLASSIFICATION CENTER",MD,24,BALTIMORE (CITY),BALTIMORE,STATE,352,700,2019/12/16
1465,14.6,CI RIVERS,NC,37,HERTFORD,WINTON,FEDERAL,1217,1450,2020/02/13
1467,12.8,TULARE COUNTY MEN'S CORRECTIONAL FACILITY,CA,06,TULARE,VISALIA,COUNTY,349,-999,2019/11/25
1470,28,JONES COUNTY JAIL,TX,48,JONES,ANSON,COUNTY,62,96,2020/02/21
1471,1.2,MILWAUKEE WOMEN'S CORRECTIONAL CENTER,WI,55,MILWAUKEE,MILWAUKEE,STATE,106,42,2020/03/02
1472,0.8,SANGER B. POWERS CORRECTIONAL CENTER,WI,55,OUTAGAMIE,ONEIDA,STATE,119,60,2020/03/02
1473,116.6,CAMERON COUNTY DETENTION CENTER 2,TX,48,CAMERON,BROWNSVILLE,COUNTY,348,-999,2020/02/11
1474,2.4,NORTH BRANCH CORRECTIONAL INSTITUTION,MD,24,ALLEGANY,CUMBERLAND,STATE,1252,1400,2019/12/16
1476,1,WILKES CORRECTIONAL CENTER,NC,37,WILKES,NORTH WILKESBORO,STATE,266,268,2020/02/13
1478,12.2,POPLAR HILL PRE-RELEASE UNIT,MD,24,WICOMICO,QUANTICO,STATE,194,192,2019/12/16
1479,53.4,COMAL COUNTY JAIL,TX,48,COMAL,NEW BRAUNFELS,COUNTY,269,337,2020/02/13
1482,0,CROSSROADS CORRECTIONAL CENTER,MT,30,TOOLE,SHELBY,MULTI,604,664,2020/01/31
1483,88.6,DUVAL COUNTY JAIL,TX,48,DUVAL,SAN DIEGO,COUNTY,29,33,2020/02/13
1485,111.4,EVINS REGIONAL JUVENILE DETENTION CENTER,TX,48,HIDALGO,EDINBURG,STATE,136,176,2020/02/14
1487,6,ALFRED D NOYES CHILDREN'S CENTER,MD,24,MONTGOMERY,ROCKVILLE,STATE,28,57,2019/12/16
1488,6.4,CHATHAM YOUTH DEVELOPMENT CENTER,NC,37,CHATHAM,SILER CITY,STATE,61,32,2020/02/13
1489,6.8,SOUTHERN MARYLAND PRE-RELEASE UNIT,MD,24,CHARLES,CHARLOTTE HALL,STATE,171,165,2019/12/16
1490,0.8,WESTERN CORRECTIONAL INSTITUTION,MD,24,ALLEGANY,CUMBERLAND,STATE,1606,1630,2019/12/16
1491,48.6,MEDINA COUNTY JAIL,TX,48,MEDINA,HONDO,COUNTY,70,96,2020/02/25
1495,9,BALTIMORE CITY JUVENILE JUSTICE CENTER,MD,24,BALTIMORE (CITY),BALTIMORE,STATE,99,120,2019/12/16
1496,0,BACKBONE MOUNTAIN YOUTH CENTER,MD,24,GARRETT,SWANTON,STATE,25,48,2019/12/16
1497,8,"CHARLES H HICKEY, JR. SCHOOL",MD,24,BALTIMORE,PARKVILLE,STATE,58,72,2019/12/16
1498,7.2,CHELTENHAM YOUTH DETENTION CENTER,MD,24,PRINCE GEORGE'S,CHELTENHAM,STATE,42,72,2019/12/16
1499,0.6,CAMPBELL COUNTY JAIL,TN,47,CAMPBELL,JACKSBORO,COUNTY,291,322,2019/12/06
